family,rich,AM,EM,NM,OM,ER,UNK,AM.perc,EM.perc,NM.perc,OM.perc,ER.perc,UNK.perc,type.50,type.60,type.80,type.100
Acanthaceae,3947,2906,0,892,0,0,149,0.736255383835825,0,0.22599442614644,0,0,0.037750190017735,AM,AM,MIX,MIX
Achariaceae,101,100,0,0,0,0,1,0.99009900990099,0,0,0,0,0.0099009900990099,AM,AM,AM,MIX
Achatocarpaceae,11,11,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Acoraceae,2,0,0,2,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Actinidiaceae,176,176,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Adoxaceae,194,189,0,2,0,0,3,0.974226804123711,0,0.0103092783505155,0,0,0.0154639175257732,AM,AM,AM,MIX
Aextoxicaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Aizoaceae,2270,1010,0,980,0,0,280,0.444933920704846,0,0.431718061674009,0,0,0.123348017621145,MIX,MIX,MIX,MIX
Akaniaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Alismataceae,120,40,0,80,0,0,0,0.333333333333333,0,0.666666666666667,0,0,0,NM,NM,MIX,MIX
Alseuosmiaceae,6,6,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Alstroemeriaceae,259,259,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Altingiaceae,19,16,0,0,0,0,3,0.842105263157895,0,0,0,0,0.157894736842105,AM,AM,AM,MIX
Amaranthaceae,2052,762,0,1263,0,0,27,0.371345029239766,0,0.615497076023392,0,0,0.0131578947368421,NM,NM,MIX,MIX
Amaryllidaceae,2258,2246,0,6,0,0,6,0.994685562444641,0,0.00265721877767936,0,0,0.00265721877767936,AM,AM,AM,MIX
Amborellaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Anacampserotaceae,58,0,0,0,0,0,58,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Anacardiaceae,701,668,0,0,0,0,33,0.952924393723253,0,0,0,0,0.0470756062767475,AM,AM,AM,MIX
Anarthriaceae,11,3,0,8,0,0,0,0.272727272727273,0,0.727272727272727,0,0,0,NM,NM,MIX,MIX
Ancistrocladaceae,21,21,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Anisophylleaceae,78,76,0,0,0,0,2,0.974358974358974,0,0,0,0,0.0256410256410256,AM,AM,AM,MIX
Annonaceae,2106,1910,0,0,0,0,196,0.90693257359924,0,0,0,0,0.0930674264007597,AM,AM,AM,MIX
Aphanopetalaceae,2,0,0,0,0,0,2,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Aphloiaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Apiaceae,3257,3099,1,27,0,0,130,0.95148910039914,0.000307031010132023,0.00828983727356463,0,0,0.039914031317163,AM,AM,AM,MIX
Apocynaceae,5556,5075,0,153,0,0,328,0.913426925845932,0,0.0275377969762419,0,0,0.0590352771778258,AM,AM,AM,MIX
Apodanthaceae,26,0,0,24,0,0,2,0,0,0.923076923076923,0,0,0.0769230769230769,NM,NM,NM,MIX
Aponogetonaceae,58,45,0,12,0,0,1,0.775862068965517,0,0.206896551724138,0,0,0.0172413793103448,AM,AM,MIX,MIX
Aquifoliaceae,480,475,0,0,0,0,5,0.989583333333333,0,0,0,0,0.0104166666666667,AM,AM,AM,MIX
Araceae,3368,1698,0,1659,0,0,11,0.504156769596199,0,0.492577197149644,0,0,0.00326603325415677,AM,MIX,MIX,MIX
Araliaceae,1533,1520,0,7,0,0,6,0.991519895629485,0,0.0045662100456621,0,0,0.00391389432485323,AM,AM,AM,MIX
Araucariaceae,39,38,0,0,0,0,1,0.974358974358974,0,0,0,0,0.0256410256410256,AM,AM,AM,MIX
Arecaceae,2522,2192,0,35,0,0,295,0.869151467089611,0,0.013877874702617,0,0,0.116970658207772,AM,AM,AM,MIX
Argophyllaceae,22,22,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Aristolochiaceae,624,201,0,410,0,0,13,0.322115384615385,0,0.657051282051282,0,0,0.0208333333333333,NM,NM,MIX,MIX
Asparagaceae,2879,2649,0,164,0,0,66,0.920111149704759,0,0.0569642236887808,0,0,0.0229246266064606,AM,AM,AM,MIX
Asteliaceae,37,32,0,0,0,0,5,0.864864864864865,0,0,0,0,0.135135135135135,AM,AM,AM,MIX
Asteropeiaceae,8,7,1,0,0,0,0,0.875,0.125,0,0,0,0,AM,AM,AM,MIX
Atherospermataceae,20,20,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Austrobaileyaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Balanopaceae,9,9,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Balanophoraceae,45,0,0,44,0,0,1,0,0,0.977777777777778,0,0,0.0222222222222222,NM,NM,NM,MIX
Balsaminaceae,488,487,0,0,0,0,1,0.997950819672131,0,0,0,0,0.00204918032786885,AM,AM,AM,MIX
Barbeuiaceae,1,0,0,0,0,0,1,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Barbeyaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Basellaceae,19,14,0,0,0,0,5,0.736842105263158,0,0,0,0,0.263157894736842,AM,AM,MIX,MIX
Bataceae,2,1,0,1,0,0,0,0.5,0,0.5,0,0,0,MIX,MIX,MIX,MIX
Begoniaceae,1601,1601,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Berberidaceae,755,739,0,0,0,0,16,0.978807947019868,0,0,0,0,0.0211920529801325,AM,AM,AM,MIX
Berberidopsidaceae,2,0,0,0,0,0,2,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Betulaceae,234,0,234,0,0,0,0,0,1,0,0,0,0,EM,EM,EM,EM
Biebersteiniaceae,5,5,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Bignoniaceae,852,845,0,1,0,0,6,0.991784037558685,0,0.00117370892018779,0,0,0.00704225352112676,AM,AM,AM,MIX
Bixaceae,23,23,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Blandfordiaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Bonnetiaceae,36,36,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Boraginaceae,2686,1752,0,847,4,0,83,0.652271034996277,0,0.315338793745346,0.00148920327624721,0,0.0309009679821296,AM,AM,MIX,MIX
Boryaceae,12,12,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Brassicaceae,4060,0,0,3991,0,0,69,0,0,0.983004926108374,0,0,0.0169950738916256,NM,NM,NM,MIX
Bromeliaceae,3320,1657,0,1661,0,0,2,0.499096385542169,0,0.500301204819277,0,0,0.000602409638554217,NM,MIX,MIX,MIX
Brunelliaceae,60,60,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Bruniaceae,92,83,0,0,0,0,9,0.902173913043478,0,0,0,0,0.0978260869565217,AM,AM,AM,MIX
Burmanniaceae,163,160,0,0,0,0,3,0.98159509202454,0,0,0,0,0.0184049079754601,AM,AM,AM,MIX
Burseraceae,649,643,0,2,0,0,4,0.99075500770416,0,0.00308166409861325,0,0,0.0061633281972265,AM,AM,AM,MIX
Butomaceae,2,0,0,2,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Buxaceae,122,122,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Byblidaceae,7,0,0,7,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Cabombaceae,6,0,0,6,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Cactaceae,2233,1745,0,67,0,0,421,0.781459919390954,0,0.0300044782803403,0,0,0.188535602328706,AM,AM,MIX,MIX
Calceolariaceae,281,279,0,0,0,0,2,0.99288256227758,0,0,0,0,0.00711743772241993,AM,AM,AM,MIX
Calophyllaceae,127,127,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Calycanthaceae,10,10,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Calyceraceae,56,56,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Campanulaceae,2385,1961,0,4,414,0,6,0.822222222222222,0,0.00167714884696017,0.173584905660377,0,0.00251572327044025,AM,AM,AM,MIX
Campynemataceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Canellaceae,21,21,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cannabaceae,102,102,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cannaceae,12,12,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Capparaceae,449,318,0,129,0,0,2,0.708240534521158,0,0.287305122494432,0,0,0.0044543429844098,AM,AM,MIX,MIX
Caprifoliaceae,857,778,0,0,0,0,79,0.90781796966161,0,0,0,0,0.0921820303383897,AM,AM,AM,MIX
Cardiopteridaceae,46,46,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Caricaceae,47,43,0,0,0,0,4,0.914893617021277,0,0,0,0,0.0851063829787234,AM,AM,AM,MIX
Carlemanniaceae,5,5,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Caryocaraceae,26,26,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Caryophyllaceae,2456,1014,0,1394,0,0,48,0.412866449511401,0,0.567589576547231,0,0,0.0195439739413681,NM,MIX,MIX,MIX
Casuarinaceae,91,39,52,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,0,EM,MIX,MIX,MIX
Celastraceae,1168,1102,0,26,0,0,40,0.943493150684932,0,0.0222602739726027,0,0,0.0342465753424658,AM,AM,AM,MIX
Centrolepidaceae,36,25,0,11,0,0,0,0.694444444444444,0,0.305555555555556,0,0,0,AM,AM,MIX,MIX
Cephalotaceae,1,0,0,1,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Ceratophyllaceae,4,0,0,4,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Cercidiphyllaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Chloranthaceae,71,71,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Chrysobalanaceae,535,535,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Circaeasteraceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cistaceae,201,0,200,0,0,0,1,0,0.995024875621891,0,0,0,0.00497512437810945,EM,EM,EM,MIX
Cleomaceae,257,107,0,142,0,0,8,0.416342412451362,0,0.552529182879377,0,0,0.0311284046692607,NM,MIX,MIX,MIX
Clethraceae,85,85,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Clusiaceae,1047,1017,0,0,0,0,30,0.97134670487106,0,0,0,0,0.0286532951289398,AM,AM,AM,MIX
Colchicaceae,284,283,0,0,0,0,1,0.996478873239437,0,0,0,0,0.00352112676056338,AM,AM,AM,MIX
Columelliaceae,8,8,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Combretaceae,480,459,0,0,0,0,21,0.95625,0,0,0,0,0.04375,AM,AM,AM,MIX
Commelinaceae,728,277,0,450,0,0,1,0.380494505494505,0,0.618131868131868,0,0,0.00137362637362637,NM,NM,MIX,MIX
Compositae,32913,30754,196,198,0,0,1765,0.934402819554583,0.00595509373196002,0.00601585999453104,0,0,0.0536262267189257,AM,AM,AM,MIX
Connaraceae,267,255,0,0,0,0,12,0.955056179775281,0,0,0,0,0.0449438202247191,AM,AM,AM,MIX
Convolvulaceae,1296,1017,0,174,0,0,105,0.784722222222222,0,0.134259259259259,0,0,0.0810185185185185,AM,AM,MIX,MIX
Coriariaceae,16,16,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cornaceae,124,120,0,0,0,0,4,0.967741935483871,0,0,0,0,0.032258064516129,AM,AM,AM,MIX
Corsiaceae,27,27,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Corynocarpaceae,5,5,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Costaceae,139,139,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Crassulaceae,1481,442,0,941,0,0,98,0.298446995273464,0,0.635381498987171,0,0,0.0661715057393653,NM,NM,MIX,MIX
Crossosomataceae,8,0,0,0,0,0,8,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Ctenolophonaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cucurbitaceae,965,904,0,0,0,0,61,0.936787564766839,0,0,0,0,0.0632124352331606,AM,AM,AM,MIX
Cunoniaceae,245,228,0,1,0,0,16,0.930612244897959,0,0.00408163265306122,0,0,0.0653061224489796,AM,AM,AM,MIX
Cupressaceae,166,160,0,0,0,0,6,0.963855421686747,0,0,0,0,0.036144578313253,AM,AM,AM,MIX
Curtisiaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cycadaceae,92,92,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cyclanthaceae,231,75,0,156,0,0,0,0.324675324675325,0,0.675324675324675,0,0,0,NM,NM,MIX,MIX
Cymodoceaceae,16,0,0,16,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Cynomoriaceae,1,0,0,1,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Cyperaceae,5784,2850,0,2807,0,0,127,0.492738589211618,0,0.48530428769018,0,0,0.0219571230982019,MIX,MIX,MIX,MIX
Cyrillaceae,8,8,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cytinaceae,11,8,0,0,0,0,3,0.727272727272727,0,0,0,0,0.272727272727273,AM,AM,MIX,MIX
Daphniphyllaceae,34,34,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Dasypogonaceae,16,8,0,8,0,0,0,0.5,0,0.5,0,0,0,MIX,MIX,MIX,MIX
Datiscaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Degeneriaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Diapensiaceae,12,0,0,0,0,7,5,0,0,0,0,0.583333333333333,0.416666666666667,ER,MIX,MIX,MIX
Dichapetalaceae,196,196,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Didiereaceae,22,0,0,0,0,0,22,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Dilleniaceae,219,166,0,0,0,0,53,0.757990867579909,0,0,0,0,0.242009132420091,AM,AM,MIX,MIX
Dioncophyllaceae,3,0,0,0,0,0,3,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Dioscoreaceae,653,633,0,0,0,0,20,0.96937212863706,0,0,0,0,0.0306278713629403,AM,AM,AM,MIX
Dipentodontaceae,21,21,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Dipterocarpaceae,147,0,145,0,0,0,2,0,0.986394557823129,0,0,0,0.0136054421768707,EM,EM,EM,MIX
Dirachmaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Doryanthaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Droseraceae,189,0,0,189,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Drosophyllaceae,1,0,0,1,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Ebenaceae,751,751,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Ecdeiocoleaceae,3,3,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Elaeagnaceae,108,107,0,0,0,0,1,0.990740740740741,0,0,0,0,0.00925925925925926,AM,AM,AM,MIX
Elaeocarpaceae,644,644,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Elatinaceae,57,28,0,29,0,0,0,0.491228070175439,0,0.508771929824561,0,0,0,NM,MIX,MIX,MIX
Emblingiaceae,1,0,0,1,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Ephedraceae,70,70,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Ericaceae,3554,16,162,1,0,3198,177,0.00450196961170512,0.0455824423185143,0.00028137310073157,0,0.899831176139561,0.0498030388294879,ER,ER,ER,MIX
Eriocaulaceae,1206,1164,0,40,0,0,2,0.965174129353234,0,0.033167495854063,0,0,0.00165837479270315,AM,AM,AM,MIX
Erythroxylaceae,267,267,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Escalloniaceae,55,55,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Eucommiaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Euphorbiaceae,6547,6485,0,4,0,0,58,0.990530013746754,0,0.000610966855048114,0,0,0.00885901939819765,AM,AM,AM,MIX
Euphroniaceae,4,3,0,0,0,0,1,0.75,0,0,0,0,0.25,AM,AM,MIX,MIX
Eupomatiaceae,3,3,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Eupteleaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Fagaceae,1101,0,1101,0,0,0,0,0,1,0,0,0,0,EM,EM,EM,EM
Flagellariaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Fouquieriaceae,12,12,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Frankeniaceae,73,0,0,73,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Garryaceae,25,25,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Geissolomataceae,1,0,0,0,0,0,1,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Gelsemiaceae,13,13,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Gentianaceae,1682,1572,0,11,0,0,99,0.934601664684899,0,0.00653983353151011,0,0,0.058858501783591,AM,AM,AM,MIX
Geraniaceae,841,841,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Gerrardinaceae,2,0,0,0,0,0,2,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Gesneriaceae,3122,2896,0,0,0,0,226,0.927610506085842,0,0,0,0,0.0723894939141576,AM,AM,AM,MIX
Ginkgoaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Gisekiaceae,7,5,0,2,0,0,0,0.714285714285714,0,0.285714285714286,0,0,0,AM,AM,MIX,MIX
Gnetaceae,41,0,41,0,0,0,0,0,1,0,0,0,0,EM,EM,EM,EM
Gomortegaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Goodeniaceae,329,127,199,0,0,0,3,0.386018237082067,0.604863221884498,0,0,0,0.00911854103343465,EM,EM,MIX,MIX
Goupiaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Grossulariaceae,195,194,0,0,0,0,1,0.994871794871795,0,0,0,0,0.00512820512820513,AM,AM,AM,MIX
Grubbiaceae,3,3,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Gunneraceae,69,69,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Gyrostemonaceae,17,0,0,17,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Haemodoraceae,101,0,0,101,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Halophytaceae,1,0,0,1,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Haloragaceae,92,81,0,9,0,0,2,0.880434782608696,0,0.0978260869565217,0,0,0.0217391304347826,AM,AM,AM,MIX
Hamamelidaceae,99,99,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Hanguanaceae,10,10,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Haptanthaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Heliconiaceae,204,204,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Helwingiaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Hernandiaceae,51,51,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Himantandraceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Huaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Humiriaceae,63,63,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Hydatellaceae,12,0,0,0,0,0,12,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Hydnoraceae,10,10,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Hydrangeaceae,237,209,0,0,0,0,28,0.881856540084388,0,0,0,0,0.118143459915612,AM,AM,AM,MIX
Hydrocharitaceae,133,45,0,88,0,0,0,0.338345864661654,0,0.661654135338346,0,0,0,NM,NM,MIX,MIX
Hydroleaceae,11,7,0,4,0,0,0,0.636363636363636,0,0.363636363636364,0,0,0,AM,AM,MIX,MIX
Hydrostachyaceae,19,0,0,0,0,0,19,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Hypericaceae,584,582,0,0,0,0,2,0.996575342465753,0,0,0,0,0.00342465753424658,AM,AM,AM,MIX
Hypoxidaceae,154,152,0,0,0,0,2,0.987012987012987,0,0,0,0,0.012987012987013,AM,AM,AM,MIX
Icacinaceae,212,194,0,0,0,0,18,0.915094339622642,0,0,0,0,0.0849056603773585,AM,AM,AM,MIX
Iridaceae,2315,2165,0,131,0,0,19,0.935205183585313,0,0.0565874730021598,0,0,0.008207343412527,AM,AM,AM,MIX
Irvingiaceae,11,11,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Iteaceae,19,19,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Ixioliriaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Ixonanthaceae,20,20,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Joinvilleaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Juglandaceae,89,39,41,0,0,0,9,0.438202247191011,0.460674157303371,0,0,0,0.101123595505618,MIX,MIX,MIX,MIX
Juncaceae,506,260,0,244,0,0,2,0.513833992094862,0,0.482213438735178,0,0,0.00395256916996047,AM,MIX,MIX,MIX
Juncaginaceae,35,1,0,34,0,0,0,0.0285714285714286,0,0.971428571428571,0,0,0,NM,NM,NM,MIX
Kirkiaceae,5,5,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Koeberliniaceae,2,0,0,2,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Krameriaceae,25,25,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
